town,flat_type,floor_area_sqm,remaining_lease_months,resale_price,distanceWithMrt,distanceWithRaffles,distanceWithGdPri
BUKIT BATOK,EXECUTIVE,150,860,578000,1067.692688,14910.09224,451.1709258
BUKIT MERAH,2 ROOM,39,619,185000,415.5388998,2821.526415,1137.792123
BUKIT MERAH,2 ROOM,45,653,205000,119.0759189,4856.406775,1665.691651
BUKIT MERAH,2 ROOM,45,653,210000,119.0759189,4856.406775,1665.691651
BUKIT MERAH,2 ROOM,45,653,210000,119.0759189,4856.406775,1665.691651
BUKIT MERAH,2 ROOM,45,653,238000,119.0759189,4856.406775,1665.691651
BUKIT MERAH,3 ROOM,59,594,3.00E+05,329.0755,2725.794045,1105.291972
BUKIT MERAH,3 ROOM,62,1134,675000,244.4040379,2445.199472,1124.693709
BUKIT MERAH,3 ROOM,62,1133,650000,244.4040379,2445.199472,1124.693709
BUKIT MERAH,3 ROOM,62,1133,680000,244.4040379,2445.199472,1124.693709
BUKIT MERAH,3 ROOM,76,623,388000,539.5075478,3128.694125,955.2675261
BUKIT MERAH,3 ROOM,65,623,303000,382.519173,3017.179007,1071.695408
BUKIT MERAH,3 ROOM,65,737,345000,790.0397665,3409.493216,1023.850295
BUKIT MERAH,3 ROOM,65,737,280000,790.0397665,3409.493216,1023.850295
BUKIT MERAH,3 ROOM,65,623,260000,598.3549179,3134.561807,860.755624
BUKIT MERAH,3 ROOM,67,736,358000,866.2616123,3176.680437,352.0491825
BUKIT MERAH,3 ROOM,77,752,350000,903.6199431,3149.169448,327.5479582
BUKIT MERAH,3 ROOM,60,976,525000,714.429231,1685.883308,1725.109636
BUKIT MERAH,3 ROOM,84,712,485000,501.3134231,1622.597919,1628.401375
BUKIT MERAH,3 ROOM,69,1101,590000,463.0896851,2652.31441,954.822329
BUKIT MERAH,3 ROOM,64,576,310000,312.3362711,2637.241566,1051.26875
BUKIT MERAH,3 ROOM,69,1101,638000,447.8480636,2699.596316,1002.182126
BUKIT MERAH,3 ROOM,68,1173,612000,600.5734394,3322.56003,1475.52793
BUKIT MERAH,3 ROOM,60,550,230000,803.3212321,4611.65632,2042.515383
BUKIT MERAH,3 ROOM,67,723,315000,992.2538583,2396.066203,804.9763927
BUKIT MERAH,3 ROOM,63,647,280000,886.1465419,4972.78684,2324.151711
BUKIT MERAH,3 ROOM,59,645,245000,887.2281519,2802.121264,470.5452778
BUKIT MERAH,3 ROOM,67,689,310000,1007.425015,2639.467575,562.6102096
BUKIT MERAH,3 ROOM,58,575,310000,217.0441362,2625.942745,1116.226598
BUKIT MERAH,3 ROOM,60,575,275000,256.2123046,2603.8025,1075.511989
BUKIT MERAH,3 ROOM,60,1048,490000,371.8960915,2828.812722,925.7148828
BUKIT MERAH,3 ROOM,65,653,290000,666.6262835,2500.04347,829.879028
BUKIT MERAH,3 ROOM,88,617,530000,577.6848008,2106.46698,1039.474225
BUKIT MERAH,3 ROOM,54,581,240000,456.8707453,2320.594189,875.6906444
BUKIT MERAH,3 ROOM,59,644,3.00E+05,1303.353055,3633.897087,575.0569557
BUKIT MERAH,3 ROOM,65,654,290000,110.0173502,4827.303719,1635.60521
BUKIT MERAH,3 ROOM,65,654,295000,147.6958799,4726.051852,1531.302928
BUKIT MERAH,3 ROOM,65,654,3.00E+05,147.6958799,4726.051852,1531.302928
BUKIT MERAH,3 ROOM,79,653,350000,147.6958799,4726.051852,1531.302928
BUKIT MERAH,3 ROOM,67,661,356000,654.797267,4460.933365,1343.809113
BUKIT MERAH,3 ROOM,59,658,258000,861.9251839,3527.776936,346.4094859
BUKIT MERAH,3 ROOM,59,657,295000,857.4540517,3681.125068,489.3936209
BUKIT MERAH,3 ROOM,60,662,239888,852.2202722,3483.874236,314.6692292
BUKIT MERAH,3 ROOM,59,656,278000,628.8050538,3515.15377,479.8088477
BUKIT MERAH,3 ROOM,59,656,235000,1001.469862,3428.283171,231.9515225
BUKIT MERAH,3 ROOM,75,617,540000,476.9622768,2206.916439,1059.114792
BUKIT MERAH,4 ROOM,107,901,703888,492.666216,3160.686775,1155.211535
BUKIT MERAH,4 ROOM,104,758,5.00E+05,1187.114958,2897.339757,346.2573395
BUKIT MERAH,4 ROOM,104,758,535000,1187.114958,2897.339757,346.2573395
BUKIT MERAH,4 ROOM,90,976,742000,623.9344353,1653.277076,1655.613264
BUKIT MERAH,4 ROOM,100,948,650000,1111.002624,4521.889999,1599.356668
BUKIT MERAH,4 ROOM,100,1015,450000,1141.722819,4688.500292,1771.018799
BUKIT MERAH,4 ROOM,100,947,597000,1119.93519,4397.406077,1478.553844
BUKIT MERAH,4 ROOM,100,1014,582000,1165.668778,4770.779663,1855.548273
BUKIT MERAH,4 ROOM,89,1101,735000,408.6656563,2545.320208,929.9151937
BUKIT MERAH,4 ROOM,85,1048,729600,540.1131735,3002.787059,808.8269369
BUKIT MERAH,4 ROOM,92,977,715000,558.3925519,2886.889927,737.2356394
BUKIT MERAH,4 ROOM,104,753,540000,694.3476034,4879.177174,2364.830024
BUKIT MERAH,4 ROOM,93,1098,780000,517.4523197,2447.572302,982.7174414
BUKIT MERAH,4 ROOM,92,982,690000,514.1801239,2661.680733,824.0406894
BUKIT MERAH,4 ROOM,84,783,458000,545.8725147,4380.810065,1933.871656
BUKIT MERAH,4 ROOM,84,782,438000,376.5346362,4265.674339,1953.246101
BUKIT MERAH,4 ROOM,131,617,1088000,431.6305563,2273.353937,1194.701586
BUKIT MERAH,4 ROOM,100,1025,821000,85.49992609,3956.789817,1795.55474
BUKIT MERAH,4 ROOM,82,645,375000,1192.634356,3518.458744,392.0883985
BUKIT MERAH,4 ROOM,91,678,435000,546.3694672,4672.9203,1544.725415
BUKIT MERAH,4 ROOM,90,980,6.00E+05,687.3946764,4844.944237,1753.671572
BUKIT MERAH,4 ROOM,95,1105,7.00E+05,484.8931235,5123.875286,1963.979902
BUKIT MERAH,5 ROOM,115,1010,948000,564.1250801,2134.370927,924.0326021
BUKIT MERAH,5 ROOM,115,953,918000,606.9125841,2097.34374,888.6761858
BUKIT MERAH,5 ROOM,121,675,523888,666.5678238,4059.882888,1428.261095
BUKIT MERAH,5 ROOM,118,744,750000,685.7097609,2083.980387,733.3469628
BUKIT MERAH,5 ROOM,117,725,650000,968.6039273,2484.605388,720.1079009
BUKIT MERAH,5 ROOM,110,977,850000,454.9737561,2803.564116,837.4001136
BUKIT MERAH,5 ROOM,110,986,938000,142.9400726,2808.99523,1203.788319
BUKIT MERAH,5 ROOM,126,888,840000,361.9502228,2539.734771,1032.608586
BUKIT MERAH,5 ROOM,137,881,891000,474.8312921,3617.761903,1359.297444
BUKIT MERAH,5 ROOM,132,881,858000,474.8312921,3617.761903,1359.297444
BUKIT MERAH,5 ROOM,119,966,745000,1126.632835,3382.469621,416.6755706
BUKIT MERAH,5 ROOM,119,647,520000,1212.828168,3716.158483,621.9640521
BUKIT MERAH,5 ROOM,118,678,615000,440.890385,4582.481113,1420.738075
BUKIT MERAH,5 ROOM,118,683,655000,381.7058762,4781.50089,1621.634182
BUKIT MERAH,5 ROOM,117,677,618000,602.7080701,4740.631512,1628.843425
BUKIT PANJANG,2 ROOM,47,1128,230000,1332.57975,14841.88777,317.2016304
BUKIT PANJANG,2 ROOM,46,1132,205000,941.9565288,15439.22279,885.6421841
BUKIT PANJANG,2 ROOM,47,1108,235000,660.4693473,15169.67524,900.4517105
BUKIT PANJANG,2 ROOM,47,1109,240000,814.616096,15344.49376,963.0726841
BUKIT PANJANG,3 ROOM,68,1133,325000,1270.414862,14298.72503,821.0794694
BUKIT PANJANG,3 ROOM,68,1144,317000,1127.077453,14044.96167,915.145788
BUKIT PANJANG,3 ROOM,64,796,268000,697.3586347,14040.95082,565.8925162
BUKIT PANJANG,3 ROOM,73,798,278000,860.6372853,13910.01502,505.7881468
BUKIT PANJANG,3 ROOM,73,799,290000,873.4896763,13929.56715,546.5570526
BUKIT PANJANG,3 ROOM,64,808,265000,741.7298088,13940.89648,451.5191838
BUKIT PANJANG,3 ROOM,67,1132,325000,1295.535916,14993.82324,141.7313964
BUKIT PANJANG,4 ROOM,108,817,306000,1230.111276,14453.60441,664.4281097
BUKIT PANJANG,4 ROOM,104,805,355000,1153.036394,13861.81729,751.0178348
BUKIT PANJANG,4 ROOM,104,808,350000,1019.722224,13954.70614,719.6028039
BUKIT PANJANG,4 ROOM,104,814,378000,1088.298972,14452.39031,658.5063396
BUKIT PANJANG,4 ROOM,93,1144,455000,1057.405654,14038.24495,846.3984099
BUKIT PANJANG,4 ROOM,93,1145,435000,1082.834061,14079.57603,910.4028456
BUKIT PANJANG,4 ROOM,104,814,345000,1088.298972,14452.39031,658.5063396
BUKIT PANJANG,4 ROOM,93,1145,435000,924.6101209,14135.38701,840.477939
BUKIT PANJANG,4 ROOM,101,917,427000,510.1204606,14185.27614,670.4569899
BUKIT PANJANG,4 ROOM,103,783,340000,652.4881924,14021.26739,514.7206253
BUKIT PANJANG,4 ROOM,102,921,550000,467.1825933,14105.20006,595.7411937
BUKIT PANJANG,4 ROOM,102,925,340000,1113.337407,14859.58321,258.3666411
BUKIT PANJANG,4 ROOM,103,930,385000,788.5350802,14906.19455,481.3088191
BUKIT PANJANG,4 ROOM,90,921,335500,1152.221597,14647.06107,463.0545876
BUKIT PANJANG,4 ROOM,101,920,325000,1106.623859,14723.53215,387.9720047
BUKIT PANJANG,4 ROOM,90,921,330000,1189.372013,14658.24677,455.0116587
BUKIT PANJANG,4 ROOM,91,981,6.00E+05,127.9451519,14554.42665,1033.495416
BUKIT PANJANG,4 ROOM,107,811,358888,1074.682259,13349.7384,412.1517172
BUKIT PANJANG,4 ROOM,104,807,375000,1290.856299,13032.70158,696.6578035
BUKIT PANJANG,4 ROOM,103,810,338000,777.7819748,14385.24476,813.2489043
BUKIT PANJANG,4 ROOM,92,1133,420000,1350.436192,14914.74691,257.4027543
BUKIT PANJANG,4 ROOM,92,1128,380000,1380.93618,14715.34056,464.4992711
BUKIT PANJANG,4 ROOM,93,1129,410000,1401.32688,14532.74495,641.8727713
BUKIT PANJANG,4 ROOM,92,1128,430000,1380.93618,14715.34056,464.4992711
BUKIT PANJANG,4 ROOM,92,1127,370000,1444.660003,14732.48187,487.112272
BUKIT PANJANG,4 ROOM,92,1127,385000,1444.660003,14732.48187,487.112272
BUKIT PANJANG,4 ROOM,92,1133,410000,1295.535916,14993.82324,141.7313964
BUKIT PANJANG,4 ROOM,90,968,318000,1673.892694,14526.46715,808.1838685
BUKIT PANJANG,4 ROOM,92,1127,403000,1422.2038,14831.67554,384.5632216
BUKIT PANJANG,4 ROOM,91,976,360000,1646.791561,14657.66496,692.4199987
BUKIT PANJANG,4 ROOM,92,1132,450000,1350.436192,14914.74691,257.4027543
BUKIT PANJANG,4 ROOM,92,1132,416000,1295.535916,14993.82324,141.7313964
BUKIT PANJANG,4 ROOM,92,1120,408000,1531.324189,14680.9888,589.0837858
BUKIT PANJANG,4 ROOM,92,1132,438888,1349.946423,15025.42745,153.0947612
BUKIT PANJANG,4 ROOM,92,1132,390000,1349.946423,15025.42745,153.0947612
BUKIT PANJANG,4 ROOM,92,1132,445000,1413.458547,14969.63793,258.1882752
BUKIT PANJANG,4 ROOM,93,1121,420000,1599.629365,14709.74242,617.4152382
BUKIT PANJANG,4 ROOM,92,1132,373000,1349.946423,15025.42745,153.0947612
BUKIT PANJANG,4 ROOM,93,1128,405000,1490.41662,14502.46953,712.3113682
BUKIT PANJANG,4 ROOM,92,1127,382000,1444.660003,14732.48187,487.112272
BUKIT PANJANG,4 ROOM,92,1132,445000,1023.938466,15513.27873,885.9764803
BUKIT PANJANG,4 ROOM,92,1131,450000,873.3145702,15416.50962,1026.351317
BUKIT PANJANG,4 ROOM,92,1131,455888,976.4562555,15439.08163,806.6645327
BUKIT PANJANG,4 ROOM,93,1130,450000,947.1235656,15475.32324,984.0539718
BUKIT PANJANG,4 ROOM,90,998,388000,860.5749669,15287.61814,720.5199019
BUKIT PANJANG,4 ROOM,92,1131,458000,969.6162355,15509.75384,1038.50729
BUKIT PANJANG,4 ROOM,92,1131,421000,976.4562555,15439.08163,806.6645327
BUKIT PANJANG,4 ROOM,93,1108,420000,763.7357433,15296.1408,966.4641524
BUKIT PANJANG,4 ROOM,93,1108,440000,763.7357433,15296.1408,966.4641524
BUKIT PANJANG,4 ROOM,92,1131,465000,976.4562555,15439.08163,806.6645327
BUKIT PANJANG,4 ROOM,92,1132,460000,1023.938466,15513.27873,885.9764803
BUKIT PANJANG,4 ROOM,93,1130,477888,947.1235656,15475.32324,984.0539718
BUKIT PANJANG,4 ROOM,92,1130,470000,969.6162355,15509.75384,1038.50729
BUKIT PANJANG,4 ROOM,93,1108,410000,763.7357433,15296.1408,966.4641524
BUKIT PANJANG,4 ROOM,93,1108,453000,763.7357433,15296.1408,966.4641524
BUKIT PANJANG,4 ROOM,92,1131,460000,1023.938466,15513.27873,885.9764803
BUKIT PANJANG,5 ROOM,110,964,4.00E+05,432.4049938,14844.97053,863.4886165
BUKIT PANJANG,5 ROOM,120,911,455000,1213.210632,14179.14686,931.3601598
BUKIT PANJANG,5 ROOM,120,910,448000,1337.744823,14211.10923,916.5851581
BUKIT PANJANG,5 ROOM,121,934,575000,478.2126299,14759.9344,791.279293
BUKIT PANJANG,5 ROOM,111,962,455000,763.2568899,15114.24108,628.1135321
BUKIT PANJANG,5 ROOM,121,933,6.00E+05,635.0802552,14877.14548,639.5133612
BUKIT PANJANG,5 ROOM,113,1145,559000,928.8449681,14087.52058,791.5333081
BUKIT PANJANG,5 ROOM,113,1144,563000,924.6101209,14135.38701,840.477939
BUKIT PANJANG,5 ROOM,113,1144,526000,1029.57923,14025.87147,808.6139536
BUKIT PANJANG,5 ROOM,113,1144,550000,928.8449681,14087.52058,791.5333081
BUKIT PANJANG,5 ROOM,113,1144,575000,1029.57923,14025.87147,808.6139536
BUKIT PANJANG,5 ROOM,113,1144,525000,1029.57923,14025.87147,808.6139536
BUKIT PANJANG,5 ROOM,122,809,422000,743.2336222,14351.59373,863.713612
BUKIT PANJANG,5 ROOM,121,926,513000,586.4861825,13935.17098,454.5084776
BUKIT PANJANG,5 ROOM,123,918,490000,876.2025615,14642.59494,535.1775086
BUKIT PANJANG,5 ROOM,120,921,456888,1246.030273,14801.80799,320.7032147
BUKIT PANJANG,5 ROOM,110,981,7.00E+05,164.6659249,14555.71302,1032.250657
BUKIT PANJANG,5 ROOM,110,964,675000,405.0868775,14367.60411,852.2859287
BUKIT PANJANG,5 ROOM,111,978,392000,1565.543923,14585.54563,688.8499084
BUKIT PANJANG,5 ROOM,112,1128,492000,1422.2038,14831.67554,384.5632216
BUKIT PANJANG,5 ROOM,113,1133,545000,1385.80452,15010.99316,198.547192
BUKIT PANJANG,5 ROOM,112,1127,532000,1444.660003,14732.48187,487.112272
BUKIT PANJANG,5 ROOM,112,1128,510000,1444.660003,14732.48187,487.112272
BUKIT PANJANG,5 ROOM,110,968,388888,1579.670276,14393.08584,851.2484823
BUKIT PANJANG,5 ROOM,110,971,428000,1629.266219,14429.73151,851.4372094
BUKIT PANJANG,5 ROOM,110,968,370000,1633.261839,14539.99451,769.8235584
BUKIT PANJANG,5 ROOM,113,1132,548888,1385.80452,15010.99316,198.547192
BUKIT PANJANG,5 ROOM,112,1132,513000,1413.458547,14969.63793,258.1882752
BUKIT PANJANG,5 ROOM,110,972,377000,1629.266219,14429.73151,851.4372094
BUKIT PANJANG,5 ROOM,112,1127,525000,1422.2038,14831.67554,384.5632216
BUKIT PANJANG,5 ROOM,110,962,438000,902.2717952,15088.22594,418.9982704
BUKIT PANJANG,5 ROOM,112,1131,565000,947.1235656,15475.32324,984.0539718
BUKIT PANJANG,5 ROOM,110,999,510000,765.8258339,15262.50973,864.2883338
BUKIT PANJANG,5 ROOM,110,964,390000,810.906236,15113.76282,559.9217784
BUKIT PANJANG,5 ROOM,110,968,455000,621.896246,15070.04808,797.2855351
BUKIT PANJANG,5 ROOM,112,1130,595000,969.6162355,15509.75384,1038.50729
BUKIT PANJANG,5 ROOM,112,1130,568000,969.6162355,15509.75384,1038.50729
BUKIT PANJANG,5 ROOM,112,1130,550000,969.6162355,15509.75384,1038.50729
BUKIT PANJANG,EXECUTIVE,130,962,603000,754.1314231,15017.46074,557.5627416
BUKIT PANJANG,EXECUTIVE,150,811,556000,1074.991573,13951.86358,770.0777533
BUKIT PANJANG,EXECUTIVE,131,962,630000,754.1314231,15017.46074,557.5627416
BUKIT PANJANG,EXECUTIVE,141,928,608000,565.3546796,14000.38549,519.4962833
BUKIT PANJANG,EXECUTIVE,140,927,632000,565.3546796,14000.38549,519.4962833
BUKIT PANJANG,EXECUTIVE,151,793,620000,657.3102017,14135.87555,667.2289675
BUKIT PANJANG,EXECUTIVE,144,919,660000,793.7679204,14631.69594,588.99619
BUKIT PANJANG,EXECUTIVE,143,931,678000,749.7329784,14838.14687,522.5995403
BUKIT PANJANG,EXECUTIVE,142,935,750000,438.1166432,14629.7254,855.6267501
BUKIT PANJANG,EXECUTIVE,124,981,790000,127.9451519,14554.42665,1033.495416
BUKIT PANJANG,EXECUTIVE,130,969,430000,1673.892694,14526.46715,808.1838685
BUKIT PANJANG,EXECUTIVE,130,962,630888,902.2717952,15088.22594,418.9982704
BUKIT TIMAH,5 ROOM,127,812,850000,410.3571226,10575.25153,296.0903273
CENTRAL AREA,2 ROOM,53,599,208000,564.9401832,1419.533384,871.7021307
CENTRAL AREA,3 ROOM,74,676,390000,253.2546574,2525.765183,1865.386547
CENTRAL AREA,3 ROOM,76,719,4.00E+05,179.3958728,2472.274942,1846.582299
CENTRAL AREA,3 ROOM,74,754,383000,260.2216231,2641.152339,1522.898034
CENTRAL AREA,3 ROOM,59,666,430000,377.2271328,1381.652189,2050.815969
CENTRAL AREA,3 ROOM,73,767,380000,71.34410601,2454.55826,1641.501263
CENTRAL AREA,4 ROOM,85,730,5.00E+05,55.13371629,2539.911837,1095.487776
CENTRAL AREA,4 ROOM,85,729,470000,55.13371629,2539.911837,1095.487776
CENTRAL AREA,4 ROOM,111,747,586000,333.0050773,2727.816554,1497.030406
CHOA CHU KANG,2 ROOM,46,1082,230000,667.1225723,16916.47129,1129.305545
CHOA CHU KANG,3 ROOM,67,1148,335888,1064.998266,15669.08405,719.408065
CHOA CHU KANG,3 ROOM,67,1104,288000,1117.459548,16317.21992,1106.507749
CHOA CHU KANG,3 ROOM,68,1138,323000,1135.484199,15949.18028,951.8642189
CHOA CHU KANG,3 ROOM,68,1138,338000,1135.484199,15949.18028,951.8642189
CHOA CHU KANG,3 ROOM,67,1121,315000,484.9845973,17045.87604,1381.582532
CHOA CHU KANG,3 ROOM,67,1122,315000,484.9845973,17045.87604,1381.582532
CHOA CHU KANG,3 ROOM,74,752,272000,904.6449047,15369.99065,727.9263903
CHOA CHU KANG,3 ROOM,74,758,270000,914.1758454,15554.67183,506.1294282
CHOA CHU KANG,3 ROOM,73,818,270000,964.4892993,15159.01966,757.6101219
CHOA CHU KANG,4 ROOM,102,935,355000,951.6906926,15897.12784,717.209558
CHOA CHU KANG,4 ROOM,118,825,325000,886.1281785,16163.36235,809.6841034
CHOA CHU KANG,4 ROOM,102,935,343000,853.4845862,15960.17505,644.2452751
CHOA CHU KANG,4 ROOM,104,862,378000,843.5675688,16481.24219,952.5191154
CHOA CHU KANG,4 ROOM,100,932,325000,1146.846985,16442.95458,1188.271901
CHOA CHU KANG,4 ROOM,100,930,335000,1137.218675,16493.39006,1201.568108
CHOA CHU KANG,4 ROOM,106,851,320000,453.297908,16312.05218,546.2404144
CHOA CHU KANG,4 ROOM,104,852,332000,513.6872383,16463.39504,706.8231521
CHOA CHU KANG,4 ROOM,104,862,345000,784.5766753,16481.44749,906.8707755
CHOA CHU KANG,4 ROOM,104,862,388000,324.5648831,16528.69897,663.9517567
CHOA CHU KANG,4 ROOM,104,851,345000,713.289678,16510.36225,871.0004555
CHOA CHU KANG,4 ROOM,93,1139,430888,1091.514478,15975.7629,917.7619536
CHOA CHU KANG,4 ROOM,93,1139,445000,1196.721163,16107.83527,1089.003388
CHOA CHU KANG,4 ROOM,100,933,325000,1353.768898,16423.03853,1365.730937
CHOA CHU KANG,4 ROOM,93,1139,435000,1196.721163,16107.83527,1089.003388
CHOA CHU KANG,4 ROOM,93,1139,435000,1084.314801,16077.59996,961.3177119
CHOA CHU KANG,4 ROOM,93,1139,410000,1151.260814,16063.53843,1022.927537
CHOA CHU KANG,4 ROOM,92,1103,4.00E+05,1145.788924,16365.39114,1153.705314
CHOA CHU KANG,4 ROOM,93,1139,423000,1092.889324,16137.51081,999.2474509
CHOA CHU KANG,4 ROOM,93,1138,415000,1109.098339,15923.1244,910.1751051
CHOA CHU KANG,4 ROOM,92,1103,410000,1211.467092,16297.34896,1184.912263
CHOA CHU KANG,4 ROOM,93,1138,455000,1153.815938,16111.46278,1047.673624
CHOA CHU KANG,4 ROOM,93,1138,438888,1207.175963,16158.31662,1121.463821
CHOA CHU KANG,4 ROOM,104,933,352000,468.3439771,17307.88281,2180.671852
CHOA CHU KANG,4 ROOM,90,984,337000,732.8394007,17188.82792,2100.831696
CHOA CHU KANG,4 ROOM,85,975,342000,678.311568,17549.66676,2423.623644
CHOA CHU KANG,4 ROOM,102,934,352000,614.73305,17404.21707,2332.587914
CHOA CHU KANG,4 ROOM,104,932,362000,413.547924,17276.7154,2125.016335
CHOA CHU KANG,4 ROOM,90,984,339999,732.8394007,17188.82792,2100.831696
CHOA CHU KANG,4 ROOM,103,822,390000,507.2479411,15912.16152,111.0130585
CHOA CHU KANG,4 ROOM,111,829,390000,789.7086929,15649.16978,281.0330759
CHOA CHU KANG,4 ROOM,104,812,345000,750.8987044,15683.39755,240.0891311
CHOA CHU KANG,4 ROOM,109,905,373000,315.1566234,16926.86748,1440.531197
CHOA CHU KANG,4 ROOM,113,918,460000,129.1584955,17018.76116,1654.792411
CHOA CHU KANG,4 ROOM,113,918,450000,83.47745497,17079.49232,1740.576409
CHOA CHU KANG,4 ROOM,104,890,340000,634.8180542,16980.71176,1132.252204
CHOA CHU KANG,4 ROOM,107,889,335000,587.321588,17117.74313,1387.045354
CHOA CHU KANG,4 ROOM,92,1121,420000,410.7113076,17044.21719,1423.289336
CHOA CHU KANG,4 ROOM,109,886,367000,242.2687924,17080.19228,1551.789268
CHOA CHU KANG,4 ROOM,109,886,340000,667.8225826,16762.23402,1107.052186
CHOA CHU KANG,4 ROOM,107,896,368000,459.0388958,17547.30821,1942.219333
CHOA CHU KANG,4 ROOM,101,917,330000,391.3006257,14822.33302,1238.838598
CHOA CHU KANG,4 ROOM,92,681,280000,722.514867,15173.32705,893.2694377
CHOA CHU KANG,4 ROOM,99,682,320000,735.561428,15136.65521,883.2911424
CHOA CHU KANG,4 ROOM,110,810,353888,928.2676327,15489.96479,429.1207887
CHOA CHU KANG,5 ROOM,122,881,445000,818.9238013,15813.26926,486.1063543
CHOA CHU KANG,5 ROOM,123,945,402000,1337.632892,16649.10948,1435.127516
CHOA CHU KANG,5 ROOM,123,945,412500,1354.324163,16713.92981,1472.943164
CHOA CHU KANG,5 ROOM,113,1139,508000,1151.260814,16063.53843,1022.927537
CHOA CHU KANG,5 ROOM,113,1138,482000,1151.260814,16063.53843,1022.927537
CHOA CHU KANG,5 ROOM,113,1139,485000,1196.721163,16107.83527,1089.003388
CHOA CHU KANG,5 ROOM,113,1138,510000,1174.819203,16031.62645,1032.401313
CHOA CHU KANG,5 ROOM,113,1138,525000,1196.721163,16107.83527,1089.003388
CHOA CHU KANG,5 ROOM,113,1139,515000,1153.815938,16111.46278,1047.673624
CHOA CHU KANG,5 ROOM,116,935,390000,1369.331971,16215.1827,1302.359808
CHOA CHU KANG,5 ROOM,115,934,375000,1281.388959,16123.35065,1180.075755
CHOA CHU KANG,5 ROOM,113,1138,493000,1091.514478,15975.7629,917.7619536
CHOA CHU KANG,5 ROOM,113,1138,590000,1091.514478,15975.7629,917.7619536
CHOA CHU KANG,5 ROOM,121,932,422000,1320.707783,16094.9817,1207.864338
CHOA CHU KANG,5 ROOM,113,1138,530000,1084.314801,16077.59996,961.3177119
CHOA CHU KANG,5 ROOM,113,1138,470000,1174.819203,16031.62645,1032.401313
CHOA CHU KANG,5 ROOM,124,939,440000,429.9932222,17407.21971,2179.589745
CHOA CHU KANG,5 ROOM,110,974,365000,684.712859,17598.06685,2436.630579
CHOA CHU KANG,5 ROOM,110,975,415000,803.0510282,17661.15155,2552.583879
CHOA CHU KANG,5 ROOM,110,981,373000,606.1622343,17149.83605,2082.485711
CHOA CHU KANG,5 ROOM,110,974,380000,740.3312579,17625.65652,2490.893219
CHOA CHU KANG,5 ROOM,110,975,4.00E+05,740.3312579,17625.65652,2490.893219
CHOA CHU KANG,5 ROOM,110,973,388000,684.712859,17598.06685,2436.630579
CHOA CHU KANG,5 ROOM,122,932,410000,508.012154,17187.64728,2140.223978
CHOA CHU KANG,5 ROOM,123,942,415000,485.1662181,17511.1561,2240.485246
CHOA CHU KANG,5 ROOM,110,978,380000,523.1974104,17084.16696,2036.15296
CHOA CHU KANG,5 ROOM,110,981,410000,606.1622343,17149.83605,2082.485711
CHOA CHU KANG,5 ROOM,110,973,355000,798.0162724,17785.92518,2551.076224
CHOA CHU KANG,5 ROOM,110,981,405000,827.5238323,17357.1097,2260.345216
CHOA CHU KANG,5 ROOM,124,863,470000,261.4263891,16162.33272,256.1503993
CHOA CHU KANG,5 ROOM,124,862,536000,245.7915141,16198.82703,295.4774077
CHOA CHU KANG,5 ROOM,128,887,410000,567.0618527,16696.93259,1192.995765
CHOA CHU KANG,5 ROOM,128,882,418000,487.3735549,16834.10887,980.6747141
CHOA CHU KANG,5 ROOM,124,888,425000,587.321588,17117.74313,1387.045354
CHOA CHU KANG,5 ROOM,127,899,425000,467.5482678,17612.64018,2146.486269
CHOA CHU KANG,5 ROOM,132,899,485000,229.7880919,17338.3434,1982.705276
CHOA CHU KANG,5 ROOM,135,897,483000,394.7753304,17511.87914,1951.139482
CHOA CHU KANG,5 ROOM,127,898,440000,464.6033281,17595.29131,2037.044784
CHOA CHU KANG,5 ROOM,134,897,499000,357.6634326,17494.29364,1972.608328
CHOA CHU KANG,5 ROOM,131,898,450000,544.1802501,17691.40004,2179.055741
CHOA CHU KANG,5 ROOM,123,917,580000,221.6525935,17084.39165,1863.370247
CHOA CHU KANG,5 ROOM,121,917,480000,520.6846831,14998.56816,1094.420949
CHOA CHU KANG,5 ROOM,132,751,395000,827.6248537,15306.67359,805.4525297
CHOA CHU KANG,5 ROOM,121,809,370000,1101.559047,15320.69325,586.7962517
CHOA CHU KANG,EXECUTIVE,141,935,520000,1000.005005,16022.45215,844.8176676
CHOA CHU KANG,EXECUTIVE,141,934,510000,622.1841627,17269.22274,2199.519542
CHOA CHU KANG,EXECUTIVE,146,889,578000,486.1635555,16847.17953,1276.279099
CHOA CHU KANG,EXECUTIVE,146,894,555000,447.7136809,17279.72718,1607.012903
CHOA CHU KANG,EXECUTIVE,148,895,525000,499.8700341,17367.16377,1673.824577
CHOA CHU KANG,EXECUTIVE,146,893,590000,284.3735367,17286.42115,1708.816327
CHOA CHU KANG,EXECUTIVE,142,812,558000,821.2537199,15048.74495,885.7256304
CLEMENTI,3 ROOM,67,685,293000,245.4947366,9968.42135,907.5539398
CLEMENTI,3 ROOM,67,683,308000,360.7949238,9873.704559,938.0871148
CLEMENTI,3 ROOM,67,684,310000,330.4017012,9908.027438,1002.090241
CLEMENTI,3 ROOM,81,682,375000,363.2120354,10238.61036,902.1974524
CLEMENTI,3 ROOM,81,681,380000,360.3213039,10317.92243,841.3728452
CLEMENTI,3 ROOM,67,689,270000,393.9086772,10522.72249,649.6367774
CLEMENTI,3 ROOM,68,706,340000,172.3543539,10194.05193,789.4666616
