town,flat_type,floor_area_sqm,remaining_lease_months,resale_price,distanceWithMrt,distanceWithRaffles,distanceWithGdPri
CLEMENTI,3 ROOM,68,706,350000,172.3543539,10194.05193,789.4666616
CLEMENTI,3 ROOM,67,693,325000,199.1577254,10266.34324,543.874912
CLEMENTI,3 ROOM,60,1120,538000,446.5686901,10338.35688,461.982831
CLEMENTI,3 ROOM,67,691,288000,778.4957698,10413.86962,569.6794725
CLEMENTI,3 ROOM,67,691,305000,647.1914105,10480.83747,403.0162717
CLEMENTI,3 ROOM,67,691,295000,647.1914105,10480.83747,403.0162717
CLEMENTI,3 ROOM,60,1120,510000,484.7481953,10336.16736,474.4603399
CLEMENTI,3 ROOM,67,692,358000,199.1577254,10266.34324,543.874912
CLEMENTI,3 ROOM,60,1120,518000,446.5686901,10338.35688,461.982831
CLEMENTI,3 ROOM,67,692,270000,519.4828688,9909.55247,886.3181803
CLEMENTI,3 ROOM,67,699,272500,1208.695777,9721.480076,1816.833859
CLEMENTI,3 ROOM,74,748,260000,1354.827386,9470.563543,1921.158079
CLEMENTI,3 ROOM,74,746,271000,1332.536709,9385.833866,1833.235171
CLEMENTI,3 ROOM,68,747,271000,1149.399385,10062.49206,1676.320101
CLEMENTI,3 ROOM,68,709,255000,1113.943478,10035.67856,1651.395763
CLEMENTI,3 ROOM,68,707,268000,981.9484812,10236.44896,1459.508375
CLEMENTI,3 ROOM,67,685,250000,542.0040238,10449.21182,911.117775
CLEMENTI,3 ROOM,67,685,280000,561.5214697,10572.64319,817.0072709
CLEMENTI,3 ROOM,67,677,270000,683.1317308,10523.96682,1005.653437
CLEMENTI,3 ROOM,67,684,266000,561.5214697,10572.64319,817.0072709
CLEMENTI,3 ROOM,67,685,260000,542.0040238,10449.21182,911.117775
CLEMENTI,3 ROOM,67,684,250000,594.0480726,10565.03624,866.0938993
CLEMENTI,3 ROOM,67,710,293000,1105.008737,10422.22172,1504.69302
CLEMENTI,3 ROOM,67,711,275000,1060.607439,10422.69117,1459.434049
CLEMENTI,4 ROOM,97,679,4.00E+05,678.3784598,9594.605684,1349.339748
CLEMENTI,4 ROOM,97,679,410000,646.7043544,9601.753167,1313.086766
CLEMENTI,4 ROOM,100,1106,745000,756.8718725,9663.992016,1423.941675
CLEMENTI,4 ROOM,100,1106,748000,714.2471144,9613.595757,1387.839818
CLEMENTI,4 ROOM,91,1105,708000,756.8718725,9663.992016,1423.941675
CLEMENTI,4 ROOM,96,1105,750000,756.8718725,9663.992016,1423.941675
CLEMENTI,4 ROOM,92,685,370000,559.2930994,9708.236907,1084.788747
CLEMENTI,4 ROOM,98,788,5.00E+05,595.0006013,10131.66271,710.4393647
CLEMENTI,4 ROOM,80,1121,715000,484.7481953,10336.16736,474.4603399
CLEMENTI,4 ROOM,80,1120,735000,446.5686901,10338.35688,461.982831
CLEMENTI,4 ROOM,80,1120,778000,484.7481953,10336.16736,474.4603399
CLEMENTI,4 ROOM,80,1120,723000,557.0576394,10372.23446,464.9897811
CLEMENTI,4 ROOM,81,1121,780000,446.5686901,10338.35688,461.982831
CLEMENTI,4 ROOM,80,1120,773000,446.5686901,10338.35688,461.982831
CLEMENTI,4 ROOM,82,1120,756000,557.0576394,10372.23446,464.9897811
CLEMENTI,4 ROOM,98,699,460000,675.7563823,9851.566204,972.4359621
CLEMENTI,4 ROOM,91,760,440488,729.3220573,10735.45599,178.0521208
CLEMENTI,4 ROOM,91,721,405000,1439.228637,10078.96128,1946.230439
CLEMENTI,4 ROOM,83,678,331000,683.1317308,10523.96682,1005.653437
CLEMENTI,5 ROOM,137,684,610000,786.2705052,9386.001651,1501.360053
CLEMENTI,5 ROOM,113,1105,880000,859.4354972,9387.432991,1569.003202
CLEMENTI,5 ROOM,119,687,625000,448.7462769,9837.727803,955.5874469
CLEMENTI,5 ROOM,105,1120,915000,446.5686901,10338.35688,461.982831
CLEMENTI,5 ROOM,119,699,610000,1108.521581,9646.541983,1741.271267
CLEMENTI,5 ROOM,153,722,658000,1379.857487,10189.86453,1858.117985
CLEMENTI,EXECUTIVE,154,762,740000,783.5227661,10775.5836,206.7786324
CLEMENTI,EXECUTIVE,150,762,780888,783.5227661,10775.5836,206.7786324
CLEMENTI,EXECUTIVE,150,762,750000,783.5227661,10775.5836,206.7786324
CLEMENTI,EXECUTIVE,147,761,760000,1117.680878,9952.868136,1145.506262
GEYLANG,2 ROOM,45,545,193000,299.6263266,6148.864772,1646.27345
GEYLANG,2 ROOM,45,546,192500,299.6263266,6148.864772,1646.27345
GEYLANG,3 ROOM,67,690,285000,291.9178826,5246.638421,1063.20626
GEYLANG,3 ROOM,67,677,270000,465.8870782,5457.88778,1123.549924
GEYLANG,3 ROOM,82,677,305000,572.4913269,5544.193025,1222.674732
GEYLANG,3 ROOM,60,773,280000,371.1301701,5389.866192,1012.569952
GEYLANG,3 ROOM,67,677,340000,465.8870782,5457.88778,1123.549924
GEYLANG,3 ROOM,56,570,220000,314.914363,6057.884686,1618.060476
GEYLANG,3 ROOM,67,546,262000,242.9218644,6156.790684,1598.00253
GEYLANG,3 ROOM,67,1143,472000,378.437917,6490.538027,1475.064574
GEYLANG,3 ROOM,52,594,2.00E+05,319.5940068,6097.142263,1709.779867
GEYLANG,3 ROOM,63.1,594,225000,414.6391558,6385.774407,1600.191274
GEYLANG,3 ROOM,72,593,250000,398.8559641,6334.717232,1696.464359
GEYLANG,3 ROOM,61,570,222000,156.349579,6183.785994,1516.546624
GEYLANG,3 ROOM,56,545,222000,299.6263266,6148.864772,1646.27345
GEYLANG,3 ROOM,66,725,255000,584.2171618,7361.334682,441.9705109
GEYLANG,3 ROOM,60,1026,465000,168.1218411,6921.333666,901.6583817
GEYLANG,3 ROOM,59,669,231000,413.9080516,7170.086888,576.7098608
GEYLANG,3 ROOM,66,725,262000,584.2171618,7361.334682,441.9705109
GEYLANG,3 ROOM,70,669,290000,458.3326658,7368.452895,627.1063419
GEYLANG,3 ROOM,65,659,3.00E+05,792.938852,5977.199126,1005.154508
GEYLANG,3 ROOM,76,660,338000,839.9426506,5972.349257,1022.643085
GEYLANG,3 ROOM,74,772,370000,681.7257121,6339.913478,1286.339549
GEYLANG,3 ROOM,74,772,4.00E+05,681.7257121,6339.913478,1286.339549
GEYLANG,3 ROOM,68,719,405000,329.9812821,4428.917233,699.0477612
GEYLANG,3 ROOM,66,715,312500,660.3732842,4540.702563,1546.914743
GEYLANG,3 ROOM,76,715,270000,660.3732842,4540.702563,1546.914743
GEYLANG,3 ROOM,65,667,288000,281.1475497,4862.209625,1067.269987
GEYLANG,3 ROOM,63,946,305000,227.6822043,7514.228876,120.6670801
GEYLANG,3 ROOM,64,769,330000,400.8142765,7633.85437,197.0201454
GEYLANG,3 ROOM,70,768,320000,508.3170093,7735.112341,307.3136595
GEYLANG,4 ROOM,92,708,409000,506.3394918,5523.416404,1092.024164
GEYLANG,4 ROOM,92,743,475000,490.4759198,4702.723625,410.5208743
GEYLANG,4 ROOM,93,1143,735000,378.437917,6490.538027,1475.064574
GEYLANG,4 ROOM,93,1143,720000,378.437917,6490.538027,1475.064574
GEYLANG,4 ROOM,90,1026,735000,168.1218411,6921.333666,901.6583817
GEYLANG,4 ROOM,90,1024,698000,285.6826381,6884.637147,830.9440035
GEYLANG,4 ROOM,84,783,390000,348.7696054,5245.848353,595.8494172
GEYLANG,4 ROOM,93,1085,680000,565.8950479,6449.58109,1248.694283
GEYLANG,4 ROOM,95,1084,680000,536.3000593,6330.994739,1247.350998
GEYLANG,4 ROOM,91,708,372000,552.9015024,5485.984853,1342.63503
GEYLANG,4 ROOM,109,826,445000,677.1885771,4649.324708,1497.430612
GEYLANG,4 ROOM,84,775,380000,447.2263612,7120.188563,330.9083843
GEYLANG,4 ROOM,84,770,390000,496.3766079,7694.847014,275.6780348
GEYLANG,4 ROOM,84,772,330000,661.1447169,7530.655109,376.226523
GEYLANG,5 ROOM,121,748,590000,382.9513652,5582.576946,1548.935328
GEYLANG,5 ROOM,123,669,458888,567.6892389,7240.282999,422.8795062
GEYLANG,5 ROOM,117,667,510000,503.3311887,4703.054919,1247.04075
GEYLANG,5 ROOM,127,810,560000,528.8131933,7042.185877,418.3735323
GEYLANG,5 ROOM,122,772,462000,661.1447169,7530.655109,376.226523
GEYLANG,EXECUTIVE,147,770,733888,295.8121514,6731.658298,1210.701682
GEYLANG,EXECUTIVE,147,770,770000,271.7963802,6744.481204,1171.386974
HOUGANG,2 ROOM,47,1090,235000,1447.525427,11402.48429,1204.543372
HOUGANG,2 ROOM,47,1090,235000,1486.013893,11354.34948,1152.158451
HOUGANG,3 ROOM,67,1090,320000,1447.525427,11402.48429,1204.543372
HOUGANG,3 ROOM,67,1090,284000,1447.525427,11402.48429,1204.543372
HOUGANG,3 ROOM,67,1089,330000,1447.525427,11402.48429,1204.543372
HOUGANG,3 ROOM,68,1123,355000,1696.130645,11037.70211,824.2913838
HOUGANG,3 ROOM,67,722,260000,882.6205243,8667.961684,1603.748705
HOUGANG,3 ROOM,66,726,255000,840.0134543,8790.312602,1567.145493
HOUGANG,3 ROOM,67,721,280000,837.8807604,8697.041822,1623.554553
HOUGANG,3 ROOM,67,722,260000,882.6205243,8667.961684,1603.748705
HOUGANG,3 ROOM,67,729,275000,807.3097477,8765.466235,1585.697596
HOUGANG,3 ROOM,79,725,270000,840.0134543,8790.312602,1567.145493
HOUGANG,3 ROOM,64,777,258000,415.5847764,10652.31241,637.4566793
HOUGANG,3 ROOM,67,682,230000,644.2642162,10144.39948,224.1952363
HOUGANG,3 ROOM,73,681,295000,790.7968758,9988.066047,370.4579481
HOUGANG,3 ROOM,67,744,280000,778.6077287,10400.20384,345.5331321
HOUGANG,3 ROOM,67,738,325000,805.2389336,10623.51687,512.8436987
HOUGANG,3 ROOM,68,860,311000,858.716768,10337.22583,399.3515489
HOUGANG,3 ROOM,74,790,320000,1136.019697,10535.12201,230.384002
HOUGANG,3 ROOM,74,791,295000,1090.888775,10581.45112,249.9661032
HOUGANG,3 ROOM,69,797,298000,1443.162283,10251.74721,427.4132021
HOUGANG,3 ROOM,64,778,270000,656.4133884,10557.27109,395.0850224
HOUGANG,3 ROOM,60,767,228000,1122.568906,10231.74588,128.0574035
HOUGANG,3 ROOM,60,796,246000,1443.162283,10251.74721,427.4132021
HOUGANG,3 ROOM,69,767,330000,1122.568906,10231.74588,128.0574035
HOUGANG,3 ROOM,64,780,270000,851.2907362,10537.38731,234.2222966
HOUGANG,3 ROOM,64,782,261000,739.3325084,10884.39622,591.9569056
HOUGANG,3 ROOM,67,1125,335000,1036.867331,11838.68031,1500.105624
HOUGANG,3 ROOM,67,1119,455000,980.5506586,11561.14621,1224.96416
HOUGANG,3 ROOM,67,1119,478000,953.4875767,11508.00971,1176.646656
HOUGANG,3 ROOM,67,1125,355000,1036.867331,11838.68031,1500.105624
HOUGANG,3 ROOM,67,1136,385000,1393.385874,11875.66513,1604.893216
HOUGANG,3 ROOM,68,1135,385000,1393.385874,11875.66513,1604.893216
HOUGANG,4 ROOM,90,984,355000,1618.837877,11068.09968,872.4038423
HOUGANG,4 ROOM,100,917,352000,1195.444466,8461.356316,1486.760338
HOUGANG,4 ROOM,100,917,345000,1079.59403,8617.506669,1620.81829
HOUGANG,4 ROOM,96,772,385000,497.7855441,11157.76279,817.2495859
HOUGANG,4 ROOM,105,854,4.00E+05,683.1667432,11473.39054,1177.06698
HOUGANG,4 ROOM,103,854,458000,580.5147426,11682.1353,1374.308439
HOUGANG,4 ROOM,104,854,371000,668.0243383,11574.54237,1260.704074
HOUGANG,4 ROOM,90,780,378000,405.2146379,10734.82038,684.3524058
HOUGANG,4 ROOM,92,682,335000,835.4401122,9908.382391,437.9235442
HOUGANG,4 ROOM,91,759,365000,795.3033775,9647.406085,721.3584018
HOUGANG,4 ROOM,95,759,315000,842.0039908,9563.814218,829.1753514
HOUGANG,4 ROOM,98,761,340000,764.1894198,9551.599608,817.4790228
HOUGANG,4 ROOM,104,771,358000,655.7696313,10443.67869,388.018565
HOUGANG,4 ROOM,84,770,338000,655.7696313,10443.67869,388.018565
HOUGANG,4 ROOM,104,739,405000,676.7271588,10777.43457,530.8180752
HOUGANG,4 ROOM,105,796,422000,464.0945495,11051.30355,949.6739982
HOUGANG,4 ROOM,84,799,308000,548.7381313,11097.34522,940.364594
HOUGANG,4 ROOM,105,791,435000,499.9354452,11087.22699,967.5522864
HOUGANG,4 ROOM,104,790,493000,499.9354452,11087.22699,967.5522864
HOUGANG,4 ROOM,91,766,330000,700.3864199,10841.71405,592.722982
HOUGANG,4 ROOM,92,768,330000,697.2965944,10965.96171,684.3029213
HOUGANG,4 ROOM,84,780,330000,1066.752093,10079.47492,276.2516432
HOUGANG,4 ROOM,84,778,350000,868.3755631,10220.47135,289.8342714
HOUGANG,4 ROOM,113,814,435000,598.5314541,11328.79377,1083.734491
HOUGANG,4 ROOM,84,791,321000,599.0661773,10743.58382,543.5330758
HOUGANG,4 ROOM,104,780,365000,1169.335434,10132.19452,259.8357592
HOUGANG,4 ROOM,101,932,390000,1701.058929,10750.78206,572.5703352
HOUGANG,4 ROOM,101,932,4.00E+05,1733.776548,10654.42226,469.0839492
HOUGANG,4 ROOM,99,759,338000,849.3131595,9348.021068,1054.300906
HOUGANG,4 ROOM,92,1136,470000,881.9706262,10016.96112,365.0738513
HOUGANG,4 ROOM,92,1135,445000,820.4185089,10109.01414,294.5373983
HOUGANG,4 ROOM,92,1135,453888,820.4185089,10109.01414,294.5373983
HOUGANG,4 ROOM,103,854,335000,565.8569385,11383.94973,1182.040278
HOUGANG,4 ROOM,100,909,371000,808.8293558,11219.2616,898.4498789
HOUGANG,4 ROOM,100,910,370000,808.8293558,11219.2616,898.4498789
HOUGANG,4 ROOM,101,906,352000,876.9440666,11186.23155,848.3064427
HOUGANG,4 ROOM,101,925,370000,1183.94618,10925.62223,598.435728
HOUGANG,4 ROOM,100,924,398000,1393.371564,10701.3968,533.6215889
HOUGANG,4 ROOM,100,923,388000,1381.471919,10768.08384,569.304261
HOUGANG,4 ROOM,100,918,4.00E+05,1178.947747,11022.76504,685.2783508
HOUGANG,4 ROOM,90,918,360000,1120.210598,11173.40189,842.3635074
HOUGANG,4 ROOM,103,761,4.00E+05,918.4710834,8366.759871,1237.081253
HOUGANG,4 ROOM,103,751,365000,1093.295067,8370.478828,1313.899753
HOUGANG,4 ROOM,92,1125,433888,1096.421366,11888.32283,1556.22082
HOUGANG,4 ROOM,92,1119,655000,992.5924056,11526.03457,1201.379645
HOUGANG,4 ROOM,92,1119,660000,980.5506586,11561.14621,1224.96416
HOUGANG,4 ROOM,92,1125,412500,1036.867331,11838.68031,1500.105624
HOUGANG,4 ROOM,93,1125,450000,985.414432,11869.94067,1527.300099
HOUGANG,4 ROOM,92,1125,5.00E+05,1067.985175,11986.07894,1649.734787
HOUGANG,4 ROOM,93,1125,430000,1067.985175,11986.07894,1649.734787
HOUGANG,4 ROOM,92,1136,558000,1293.526434,12132.2151,1824.775554
HOUGANG,4 ROOM,92,1135,560000,1293.526434,12132.2151,1824.775554
HOUGANG,4 ROOM,92,1135,470000,1296.496705,12014.67541,1713.777399
HOUGANG,4 ROOM,92,1135,545000,1379.71905,11939.57381,1662.124818
HOUGANG,4 ROOM,92,1135,568000,1363.845145,12007.12103,1722.08697
HOUGANG,5 ROOM,110,984,390000,1511.639345,11105.06689,941.4883976
HOUGANG,5 ROOM,110,982,395000,1381.287509,11238.46417,1037.251134
HOUGANG,5 ROOM,110,983,428888,1558.010323,11140.6942,950.4950392
HOUGANG,5 ROOM,110,992,425000,1394.860917,11398.689,1215.771381
HOUGANG,5 ROOM,123,915,508000,1004.243304,8604.954387,1573.797374
HOUGANG,5 ROOM,121,781,542000,314.4597899,10692.64529,740.8072529
HOUGANG,5 ROOM,121,776,555000,403.9169591,11086.93723,757.4714633
HOUGANG,5 ROOM,123,761,465000,764.1894198,9551.599608,817.4790228
HOUGANG,5 ROOM,121,761,468000,764.1894198,9551.599608,817.4790228
HOUGANG,5 ROOM,124,854,530000,472.7120396,10797.42422,463.5269362
HOUGANG,5 ROOM,121,796,520000,432.8592757,11010.54835,923.058821
HOUGANG,5 ROOM,120,796,436000,1250.785042,10436.51845,254.2641173
HOUGANG,5 ROOM,121,829,550000,377.428988,11606.32671,1419.515162
HOUGANG,5 ROOM,116,931,470000,1669.183233,10688.36765,530.7190353
HOUGANG,5 ROOM,120,939,650000,673.1275645,9853.853337,534.1282086
HOUGANG,5 ROOM,117,906,510000,876.9440666,11186.23155,848.3064427
HOUGANG,5 ROOM,117,906,490000,809.7792663,11240.7598,909.5576215
HOUGANG,5 ROOM,120,926,475000,1348.600931,10850.53362,607.8985583
HOUGANG,5 ROOM,121,918,542888,1438.446079,10573.60276,497.1497402
HOUGANG,5 ROOM,109,1119,808000,953.4875767,11508.00971,1176.646656
HOUGANG,5 ROOM,112,1119,888888,1035.30944,11626.01961,1289.136966
HOUGANG,5 ROOM,112,1136,703000,1363.845145,12007.12103,1722.08697
HOUGANG,5 ROOM,112,1135,640000,1316.024811,12084.59859,1784.345233
HOUGANG,5 ROOM,112,1135,733888,1316.024811,12084.59859,1784.345233
HOUGANG,5 ROOM,115,1135,720000,1293.526434,12132.2151,1824.775554
HOUGANG,EXECUTIVE,156,782,755000,411.0490585,11065.0495,727.7040559
HOUGANG,EXECUTIVE,153,781,728000,411.0490585,11065.0495,727.7040559
HOUGANG,EXECUTIVE,145,800,732000,508.5152926,11175.66906,1032.117933
HOUGANG,EXECUTIVE,147,780,625000,1161.09781,10065.26097,349.1729339
HOUGANG,EXECUTIVE,148,791,6.00E+05,1249.943453,10051.4943,450.3550709
HOUGANG,EXECUTIVE,146,789,638000,1207.883482,10495.28044,251.444524
HOUGANG,EXECUTIVE,149,780,610000,880.310305,10136.02245,376.6756956
HOUGANG,EXECUTIVE,148,780,608000,1161.09781,10065.26097,349.1729339
HOUGANG,EXECUTIVE,137,936,620000,1693.925963,10919.12799,732.7117787
HOUGANG,EXECUTIVE,143,908,732000,210.7447,10630.29421,332.7741842
HOUGANG,EXECUTIVE,136,907,830000,210.7447,10630.29421,332.7741842
HOUGANG,EXECUTIVE,148,854,890000,427.9228747,8847.348366,1587.222254
HOUGANG,EXECUTIVE,141,930,642000,630.9816551,11019.13965,789.5090386
HOUGANG,EXECUTIVE,137,940,545000,1557.026692,10842.61766,728.8185182
HOUGANG,EXECUTIVE,137,939,560000,1611.066326,10902.17991,757.548657
HOUGANG,EXECUTIVE,151,755,656000,954.4911026,8493.5889,1414.110266
HOUGANG,EXECUTIVE,146,758,665000,933.6165367,8362.968101,1235.143888
JURONG EAST,3 ROOM,68,727,275000,559.1974329,14209.04242,1266.420827
JURONG EAST,3 ROOM,68,729,328000,558.7980031,13876.35123,1490.527601
JURONG EAST,3 ROOM,68,739,355000,579.7384013,13862.03436,1378.427943
JURONG EAST,3 ROOM,68,729,320000,558.7980031,13876.35123,1490.527601
JURONG EAST,3 ROOM,67,740,280000,775.3342253,13952.10318,1125.53392
JURONG EAST,3 ROOM,67,740,273000,527.618929,13539.74368,1268.373585
JURONG EAST,3 ROOM,67,741,290000,495.5365234,13478.46813,1311.48212
JURONG EAST,3 ROOM,67,759,288000,471.5737886,14306.44221,917.5302876
JURONG EAST,3 ROOM,67,726,265000,760.5151815,13795.96935,1043.085395
JURONG EAST,3 ROOM,84,740,297000,1021.300634,13921.2111,601.7464584
JURONG EAST,3 ROOM,68,732,255500,950.9796007,13795.57935,840.9584151
JURONG EAST,3 ROOM,84,740,295000,1021.300634,13921.2111,601.7464584
JURONG EAST,3 ROOM,84,740,285000,900.7051378,14079.19331,527.2949218
JURONG EAST,3 ROOM,71,766,245000,622.034194,14223.71997,756.5441766
JURONG EAST,3 ROOM,90,754,318500,617.0077369,15202.93112,1001.921277
JURONG EAST,3 ROOM,67,745,265000,437.0631066,14566.96357,769.0091714
JURONG EAST,3 ROOM,64,1111,320000,707.6404624,15142.5238,1026.716589
JURONG EAST,3 ROOM,74,752,286888,594.284219,14797.47329,744.2308116
JURONG EAST,3 ROOM,68,745,310000,508.5648724,14666.63426,728.0013224
JURONG EAST,3 ROOM,74,751,275000,594.284219,14797.47329,744.2308116
JURONG EAST,3 ROOM,72,693,235000,1647.632899,12296.93328,1639.816277
JURONG EAST,3 ROOM,72,1106,361000,1124.120648,13329.51437,2584.554987
JURONG EAST,3 ROOM,67,1144,370000,1292.951307,13385.06478,2670.556997
JURONG EAST,3 ROOM,67,544,228000,1313.262712,12786.32689,2072.448972
JURONG EAST,3 ROOM,77,670,250000,1514.499183,12743.0545,2087.950176
JURONG EAST,4 ROOM,98,728,350000,884.6267353,13784.64085,906.9435941
JURONG EAST,4 ROOM,91,759,380000,634.5136514,14109.1911,1044.070323
JURONG EAST,4 ROOM,105,739,4.00E+05,835.2372242,13991.94967,776.9409569
JURONG EAST,4 ROOM,104,759,382000,724.2911053,15293.23544,953.8195709
JURONG EAST,4 ROOM,99,746,370000,392.4833,14667.78493,828.7942706
JURONG EAST,4 ROOM,104,756,430000,410.7765552,14975.64998,1054.202708
JURONG EAST,4 ROOM,92,1143,462000,1292.951307,13385.06478,2670.556997
JURONG EAST,4 ROOM,93,771,350000,1432.194581,13058.93942,2386.779408
JURONG EAST,4 ROOM,92,1105,408000,1190.467492,13166.6953,2435.86679
JURONG EAST,4 ROOM,92,1105,395000,1124.120648,13329.51437,2584.554987
JURONG EAST,4 ROOM,99,719,340000,1476.789726,13158.22235,2497.486238
JURONG EAST,4 ROOM,90,927,420000,896.8603974,13163.50247,1265.694547
JURONG EAST,4 ROOM,101,930,493000,852.8440403,13502.00648,871.2236551
JURONG EAST,5 ROOM,131,766,425000,973.8914326,15392.04562,1050.822565
JURONG EAST,5 ROOM,134,770,438000,1062.550593,15455.1724,1060.506674
JURONG EAST,5 ROOM,134,770,440000,1062.550593,15455.1724,1060.506674
JURONG EAST,5 ROOM,120,723,540000,577.4564446,14215.66981,1332.245568
JURONG EAST,5 ROOM,120,721,435000,551.8928384,14212.99158,937.8625328
JURONG EAST,5 ROOM,123,740,5.00E+05,451.2121779,13554.0488,1340.281615
JURONG EAST,5 ROOM,120,735,480000,882.9365499,13844.51431,916.1735337
JURONG EAST,5 ROOM,120,736,520000,694.1576321,13802.27547,1126.414395
JURONG EAST,5 ROOM,120,733,525000,863.8584478,13866.77862,944.707094
JURONG EAST,5 ROOM,121,737,480000,832.7565787,13970.7354,832.3923779
JURONG EAST,5 ROOM,123,737,485000,832.7565787,13970.7354,832.3923779
JURONG EAST,5 ROOM,135,759,475000,711.2613852,15249.88169,1006.261262
JURONG EAST,5 ROOM,134,754,485000,591.5278927,15012.8513,952.4610039
JURONG EAST,5 ROOM,135,763,448000,665.4338164,14922.09855,808.7964335
JURONG EAST,5 ROOM,132,743,380000,598.8270709,14863.50182,796.9272727
JURONG EAST,5 ROOM,131,743,440000,598.8270709,14863.50182,796.9272727
JURONG EAST,5 ROOM,121,784,450000,1411.729177,13342.19782,2657.177388
JURONG EAST,5 ROOM,121,927,505000,915.1073775,13291.96631,1083.837358
JURONG EAST,5 ROOM,120,928,566000,975.0314137,13255.09477,1141.097353
JURONG EAST,5 ROOM,123,927,6.00E+05,719.7246599,13256.71689,1282.398498
JURONG EAST,EXECUTIVE,143,926,775000,628.7710581,13389.67975,1247.700373
JURONG EAST,EXECUTIVE,144,926,640000,598.7916373,13295.23255,1332.472896
JURONG EAST,EXECUTIVE,155,769,595000,783.0142497,15403.69373,831.7413108
JURONG EAST,EXECUTIVE,147,764,590000,854.0966606,15441.9017,844.585384
JURONG EAST,EXECUTIVE,144,929,777000,682.2217429,13304.94421,1268.4123
JURONG WEST,2 ROOM,44,684,2.00E+05,797.7345172,16994.87421,954.2430799
JURONG WEST,2 ROOM,48,1044,235000,359.7576488,18317.2977,534.6740149
JURONG WEST,3 ROOM,59,651,215000,1014.511931,17131.94293,917.5096843
JURONG WEST,3 ROOM,68,651,230000,966.3419769,17075.94279,897.0141678
JURONG WEST,3 ROOM,59,651,220000,966.3419769,17075.94279,897.0141678
JURONG WEST,3 ROOM,59,683,215000,884.4352513,17079.49032,945.956114
JURONG WEST,3 ROOM,59,684,215000,1058.196137,17247.79237,1002.097942
JURONG WEST,3 ROOM,59,684,205000,927.952493,17266.47173,991.1842068
JURONG WEST,3 ROOM,68,1124,355000,804.7875868,16729.11802,663.015733
JURONG WEST,3 ROOM,65,664,225000,881.958353,16880.50195,568.3226016
JURONG WEST,3 ROOM,74,658,245000,650.2891431,16647.97473,412.3587072
JURONG WEST,3 ROOM,74,664,248000,809.1698496,16810.56142,533.7457726
JURONG WEST,3 ROOM,74,664,240000,809.1698496,16810.56142,533.7457726
JURONG WEST,3 ROOM,68,589,228000,1194.338688,15268.66128,1533.664918
JURONG WEST,3 ROOM,64,779,240000,788.9489375,15859.19977,482.2216966
JURONG WEST,3 ROOM,67,763,255000,721.7008406,16406.71631,385.8097829
JURONG WEST,3 ROOM,74,755,288000,398.5931552,16398.5883,150.9942289
JURONG WEST,3 ROOM,73,810,260000,1099.302007,19234.2087,1362.416958
JURONG WEST,3 ROOM,67,1087,342000,627.0666048,15631.1473,966.0182941
JURONG WEST,3 ROOM,67,1087,315000,715.2277984,15663.54607,1037.302807
JURONG WEST,3 ROOM,64,1064,327500,758.3999955,15520.51781,1101.509362
JURONG WEST,3 ROOM,67,598,240000,1289.751481,15171.29023,1631.179054
JURONG WEST,3 ROOM,67,1117,442000,1852.170333,14988.63514,2181.950116
JURONG WEST,4 ROOM,116,886,380000,713.5417517,17450.41511,763.9082208
JURONG WEST,4 ROOM,93,1124,508000,827.2174631,16733.85586,698.5484075
JURONG WEST,4 ROOM,100,769,327000,841.6366454,15728.79046,575.1243505
JURONG WEST,4 ROOM,103,761,335000,1002.157104,15920.74609,665.5679811
JURONG WEST,4 ROOM,107,756,310000,1009.790352,16890.71707,650.1260153
JURONG WEST,4 ROOM,104,820,346888,983.5243214,18461.12769,314.4230256
JURONG WEST,4 ROOM,93,950,450000,465.9438767,17575.64124,698.0726953
JURONG WEST,4 ROOM,90,966,305000,1657.439848,18252.60663,709.9855623
JURONG WEST,4 ROOM,84,780,318000,587.6861342,15863.48157,317.5922002
JURONG WEST,4 ROOM,103,756,355000,600.1393085,15755.03013,393.0925948
JURONG WEST,4 ROOM,92,765,310000,596.0552639,15713.6583,419.398864
JURONG WEST,4 ROOM,91,759,335000,699.8702888,16063.10403,338.874499
JURONG WEST,4 ROOM,93,764,331000,556.6945583,15697.39122,416.4883482
JURONG WEST,4 ROOM,104,756,330000,1105.467117,16041.0698,748.3587505
JURONG WEST,4 ROOM,87,974,370000,262.1888735,17968.33425,181.6968612
JURONG WEST,4 ROOM,91,956,390000,131.682885,18102.61617,255.3808528
JURONG WEST,4 ROOM,92,922,370000,259.4766683,18397.25776,530.8427507
JURONG WEST,4 ROOM,100,925,398500,187.5101177,18308.30896,446.5981524
JURONG WEST,4 ROOM,91,954,395000,467.607301,18159.38549,551.7820191
JURONG WEST,4 ROOM,86,947,365000,451.1375306,17711.8855,632.660052
JURONG WEST,4 ROOM,93,948,440000,581.2426914,17651.91816,594.6290328
JURONG WEST,4 ROOM,86,946,385000,504.5989046,17747.44071,647.9048333
JURONG WEST,4 ROOM,91,970,350000,707.8655783,17842.66491,428.1342726
JURONG WEST,4 ROOM,91,953,380000,523.1892251,18044.54034,543.1313154
JURONG WEST,4 ROOM,90,947,390000,415.4366672,17685.94262,384.0011399
JURONG WEST,4 ROOM,91,968,388000,409.4377663,17773.41411,152.6498164
JURONG WEST,4 ROOM,104,826,320000,1098.769117,18490.73542,290.0062829
JURONG WEST,4 ROOM,106,888,389000,1001.688374,18103.65629,132.2633657
